;cod_municipio;nome_municipio;regiao_administrativa;regiao_metropolitana;habitantes;PIB;nascidos_vivos
125;3511003;Castilho;Região Administrativa de Araçatuba;Outros municípios do Estado de São Paulo;117414;R$ 1.167.425.861;2.0
126;3511102;Catanduva;Região Administrativa de São José do Rio Preto;Outros municípios do Estado de São Paulo;7555;R$ 4.883.915.102;72.0
127;3511201;Catiguá;Região Administrativa de São José do Rio Preto;Outros municípios do Estado de São Paulo;91646;R$ 134.143.732;411.0
128;3511300;Cedral;Região Administrativa de São José do Rio Preto;Outros municípios do Estado de São Paulo;8895;R$ 389.261.161;21.0
129;3511409;Cerqueira César;Região Administrativa de Sorocaba;Outros municípios do Estado de São Paulo;19350;R$ 824.648.863;47.0
130;3511508;Cerquilho;Região Administrativa de Sorocaba;Região Metropolitana de Sorocaba;46932;R$ 2.007.346.600;81.0
131;3511607;Cesário Lange;Região Administrativa de Sorocaba;Região Metropolitana de Sorocaba;17360;R$ 513.238.411;158.0
132;3511706;Charqueada;Região Administrativa de Campinas;Outros municípios do Estado de São Paulo;17075;R$ 436.864.969;93.0
133;3511904;Clementina;Região Administrativa de Araçatuba;Outros municípios do Estado de São Paulo;12229;R$ 238.114.855;71.0
134;3512001;Colina;Região Administrativa de Barretos;Outros municípios do Estado de São Paulo;8413;R$ 138.320.470;37.0
135;3512100;Colômbia;Região Administrativa de Barretos;Outros municípios do Estado de São Paulo;17606;R$ 1.232.165.501;81.0
136;3512209;Conchal;Região Administrativa de Campinas;Outros municípios do Estado de São Paulo;6048;R$ 376.596.016;26.0
137;3512308;Conchas;Região Administrativa de Sorocaba;Outros municípios do Estado de São Paulo;27445;R$ 847.841.836;127.0
138;3512407;Cordeirópolis;Região Administrativa de Campinas;Outros municípios do Estado de São Paulo;17203;R$ 385.263.269;59.0
139;3512506;Coroados;Região Administrativa de Araçatuba;Outros municípios do Estado de São Paulo;24615;R$ 3.292.605.038;91.0
140;3512605;Coronel Macedo;Região Administrativa de Itapeva;Outros municípios do Estado de São Paulo;5971;R$ 199.028.454;7.0
141;3512704;Corumbataí;Região Administrativa de Campinas;Outros municípios do Estado de São Paulo;4839;R$ 127.085.554;19.0
142;3512803;Cosmópolis;Região Administrativa de Campinas;Região Metropolitana de Campinas;3969;R$ 259.269.813;12.0
143;3512902;Cosmorama;Região Administrativa de São José do Rio Preto;Outros municípios do Estado de São Paulo;72215;R$ 1.974.320.681;245.0
144;3513009;Cotia;Região Metropolitana de São Paulo;Região Metropolitana de São Paulo;6976;R$ 393.569.643;9.0
145;3513108;Cravinhos;Região Administrativa de Ribeirão Preto;Região Metropolitana de Ribeirão Preto;251382;R$ 14.039.984.342;1.259
146;3513207;Cristais Paulista;Região Administrativa de Franca;Outros municípios do Estado de São Paulo;34637;R$ 1.408.566.248;126.0
147;3513306;Cruzália;Região Administrativa de Marília;Outros municípios do Estado de São Paulo;8494;R$ 279.639.301;43.0
148;3513405;Cruzeiro;Região Administrativa de São José dos Campos;Região Metropolitana do Vale do Paraíba e Litoral Norte;2105;R$ 117.792.841;7.0
149;3513504;Cubatão;Região Administrativa de Santos;Região Metropolitana da Baixada Santista;80128;R$ 2.671.788.286;285.0
150;3513603;Cunha;Região Administrativa de São José dos Campos;Região Metropolitana do Vale do Paraíba e Litoral Norte;130025;R$ 15.918.912.912;429.0
151;3513702;Descalvado;Região Administrativa Central;Outros municípios do Estado de São Paulo;21660;R$ 297.367.405;78.0
152;3513801;Diadema;Região Metropolitana de São Paulo;Região Metropolitana de São Paulo;32516;R$ 1.857.895.702;129.0
153;3513850;Dirce Reis;Região Administrativa de São José do Rio Preto;Outros municípios do Estado de São Paulo;405596;R$ 15.057.234.758;1.436
154;3513900;Divinolândia;Região Administrativa de Campinas;Outros municípios do Estado de São Paulo;1715;R$ 65.459.534;8.0
155;3514007;Dobrada;Região Administrativa Central;Outros municípios do Estado de São Paulo;10865;R$ 338.829.109;39.0
156;3514106;Dois Córregos;Região Administrativa de Bauru;Outros municípios do Estado de São Paulo;8985;R$ 131.493.198;35.0
157;3514205;Dolcinópolis;Região Administrativa de São José do Rio Preto;Outros municípios do Estado de São Paulo;27151;R$ 754.503.914;107.0
158;3514304;Dourado;Região Administrativa Central;Outros municípios do Estado de São Paulo;2033;R$ 51.749.244;10.0
159;3514403;Dracena;Região Administrativa de Presidente Prudente;Outros municípios do Estado de São Paulo;8466;R$ 653.195.328;26.0
160;3514502;Duartina;Região Administrativa de Bauru;Outros municípios do Estado de São Paulo;45088;R$ 1.368.407.237;162.0
161;3514601;Dumont;Região Administrativa de Ribeirão Preto;Região Metropolitana de Ribeirão Preto;11941;R$ 257.271.274;53.0
162;3514700;Echaporã;Região Administrativa de Marília;Outros municípios do Estado de São Paulo;9659;R$ 282.638.921;34.0
163;3514809;Eldorado;Região Administrativa de Registro;Outros municípios do Estado de São Paulo;6208;R$ 135.500.053;24.0
164;3514908;Elias Fausto;Região Administrativa de Campinas;Outros municípios do Estado de São Paulo;15331;R$ 323.401.988;63.0
165;3514924;Elisiário;Região Administrativa de São José do Rio Preto;Outros municípios do Estado de São Paulo;17459;R$ 860.302.142;72.0
166;3514957;Embaúba;Região Administrativa de Barretos;Outros municípios do Estado de São Paulo;3518;R$ 67.868.744;7.0
167;3515004;Embu das Artes;Região Metropolitana de São Paulo;Região Metropolitana de São Paulo;2406;R$ 59.966.380;11.0
168;3515103;Embu-Guaçu;Região Metropolitana de São Paulo;Região Metropolitana de São Paulo;273266;R$ 13.834.413.392;1.098
169;3515129;Emilianópolis;Região Administrativa de Presidente Prudente;Outros municípios do Estado de São Paulo;68565;R$ 1.231.417.961;306.0
170;3515152;Engenheiro Coelho;Região Administrativa de Campinas;Região Metropolitana de Campinas;3069;R$ 70.517.530;6.0
171;3515186;Espírito Santo do Pinhal;Região Administrativa de Campinas;Outros municípios do Estado de São Paulo;20884;R$ 553.914.283;90.0
172;3515194;Espírito Santo do Turvo;Região Administrativa de Marília;Outros municípios do Estado de São Paulo;42639;R$ 1.661.258.710;143.0
173;3515202;Estrela d'Oeste;Região Administrativa de São José do Rio Preto;Outros municípios do Estado de São Paulo;4850;R$ 95.256.150;28.0
174;3515301;Estrela do Norte;Região Administrativa de Presidente Prudente;Outros municípios do Estado de São Paulo;11156;R$ 347.056.556;34.0
175;3515350;Euclides da Cunha Paulista;Região Administrativa de Presidente Prudente;Outros municípios do Estado de São Paulo;8083;R$ 69.541.601;6.0
176;3515400;Fartura;Região Administrativa de Itapeva;Outros municípios do Estado de São Paulo;2668;R$ 654.954.448;27.0
177;3515509;Fernandópolis;Região Administrativa de São José do Rio Preto;Outros municípios do Estado de São Paulo;9549;R$ 132.188.150;79.0
178;3515608;Fernando Prestes;Região Administrativa Central;Outros municípios do Estado de São Paulo;15679;R$ 428.375.421;292.0
179;3515657;Fernão;Região Administrativa de Marília;Outros municípios do Estado de São Paulo;5568;R$ 224.806.290;21.0
180;3515707;Ferraz de Vasconcelos;Região Metropolitana de São Paulo;Região Metropolitana de São Paulo;66131;R$ 2.307.920.079;6.0
181;3515806;Flora Rica;Região Administrativa de Presidente Prudente;Outros municípios do Estado de São Paulo;1656;R$ 80.927.020;738.0
182;3515905;Floreal;Região Administrativa de São José do Rio Preto;Outros municípios do Estado de São Paulo;195168;R$ 3.953.315.296;2.0
183;3516002;Flórida Paulista;Região Administrativa de Presidente Prudente;Outros municípios do Estado de São Paulo;1575;R$ 39.593.825;9.0
184;3516101;Florínia;Região Administrativa de Marília;Outros municípios do Estado de São Paulo;2842;R$ 69.448.913;28.0
185;3516200;Franca;Região Administrativa de Franca;Outros municípios do Estado de São Paulo;12060;R$ 247.035.888;12.0
186;3516309;Francisco Morato;Região Metropolitana de São Paulo;Região Metropolitana de São Paulo;2697;R$ 161.169.007;1.456
187;3516408;Franco da Rocha;Região Metropolitana de São Paulo;Região Metropolitana de São Paulo;343801;R$ 9.908.134.392;877.0
188;3516507;Gabriel Monteiro;Região Administrativa de Araçatuba;Outros municípios do Estado de São Paulo;176346;R$ 1.722.351.065;696.0
189;3516606;Gália;Região Administrativa de Marília;Outros municípios do Estado de São Paulo;153903;R$ 3.557.252.453;12.0
190;3516705;Garça;Região Administrativa de Marília;Outros municípios do Estado de São Paulo;2677;R$ 76.724.795;3.0
191;3516804;Gastão Vidigal;Região Administrativa de Araçatuba;Outros municípios do Estado de São Paulo;6537;R$ 186.376.746;165.0
192;3516853;Gavião Peixoto;Região Administrativa Central;Outros municípios do Estado de São Paulo;42385;R$ 1.324.397.694;12.0
193;3516903;General Salgado;Região Administrativa de Araçatuba;Outros municípios do Estado de São Paulo;4811;R$ 85.877.103;22.0
194;3517000;Getulina;Região Administrativa de Bauru;Outros municípios do Estado de São Paulo;4627;R$ 1.607.937.606;36.0
195;3517109;Glicério;Região Administrativa de Araçatuba;Outros municípios do Estado de São Paulo;10632;R$ 240.675.624;27.0
196;3517208;Guaiçara;Região Administrativa de Bauru;Outros municípios do Estado de São Paulo;10856;R$ 216.288.436;15.0
197;3517307;Guaimbê;Região Administrativa de Bauru;Outros municípios do Estado de São Paulo;4762;R$ 115.833.423;50.0
198;3517406;Guaíra;Região Administrativa de Barretos;Outros municípios do Estado de São Paulo;5547;R$ 221.647.199;15.0
199;3517505;Guapiaçu;Região Administrativa de São José do Rio Preto;Outros municípios do Estado de São Paulo;39154;R$ 236.193.347;167.0
200;3517604;Guapiara;Região Administrativa de Itapeva;Outros municípios do Estado de São Paulo;12045;R$ 2.563.208.626;76.0
201;3517703;Guará;Região Administrativa de Franca;Outros municípios do Estado de São Paulo;17832;R$ 718.073.708;54.0
202;3517802;Guaraçaí;Região Administrativa de Araçatuba;Outros municípios do Estado de São Paulo;21060;R$ 509.879.192;69.0
203;3517901;Guaraci;Região Administrativa de Barretos;Outros municípios do Estado de São Paulo;20907;R$ 573.185.541;28.0
204;3518008;Guarani d'Oeste;Região Administrativa de São José do Rio Preto;Outros municípios do Estado de São Paulo;11050;R$ 321.462.268;33.0
205;3518107;Guarantã;Região Administrativa de Bauru;Outros municípios do Estado de São Paulo;1917;R$ 396.670.668;9.0
206;3518206;Guararapes;Região Administrativa de Araçatuba;Outros municípios do Estado de São Paulo;6485;R$ 40.311.703;23.0
207;3518305;Guararema;Região Metropolitana de São Paulo;Região Metropolitana de São Paulo;32160;R$ 187.184.051;120.0
208;3518404;Guaratinguetá;Região Administrativa de São José dos Campos;Região Metropolitana do Vale do Paraíba e Litoral Norte;29736;R$ 1.100.341.562;171.0
209;3518503;Guareí;Região Administrativa de Sorocaba;Outros municípios do Estado de São Paulo;118741;R$ 1.624.892.875;449.0
210;3518602;Guariba;Região Administrativa de Ribeirão Preto;Região Metropolitana de Ribeirão Preto;8400;R$ 6.852.330.972;41.0
211;3518701;Guarujá;Região Administrativa de Santos;Região Metropolitana da Baixada Santista;15844;R$ 268.432.544;142.0
212;3518800;Guarulhos;Região Metropolitana de São Paulo;Região Metropolitana de São Paulo;39285;R$ 1.008.359.541;1.294
213;3518859;Guatapará;Região Administrativa de Ribeirão Preto;Região Metropolitana de Ribeirão Preto;318774;R$ 9.265.419.634;6.089
214;3518909;Guzolândia;Região Administrativa de Araçatuba;Outros municípios do Estado de São Paulo;1361862;R$ 65.849.310.902;36.0
215;3519006;Herculândia;Região Administrativa de Marília;Outros municípios do Estado de São Paulo;7482;R$ 251.978.918;17.0
216;3519055;Holambra;Região Administrativa de Campinas;Região Metropolitana de Campinas;5134;R$ 86.220.315;27.0
217;3519071;Hortolândia;Região Administrativa de Campinas;Região Metropolitana de Campinas;9310;R$ 335.411.887;65.0
218;3519105;Iacanga;Região Administrativa de Bauru;Outros municípios do Estado de São Paulo;14711;R$ 1.281.655.867;981.0
219;3519204;Iacri;Região Administrativa de Marília;Outros municípios do Estado de São Paulo;233548;R$ 15.549.704.422;46.0
220;3519253;Iaras;Região Administrativa de Sorocaba;Outros municípios do Estado de São Paulo;11410;R$ 584.594.192;21.0
221;3519303;Ibaté;Região Administrativa Central;Outros municípios do Estado de São Paulo;6255;R$ 252.521.830;24.0
222;3519402;Ibirá;Região Administrativa de São José do Rio Preto;Outros municípios do Estado de São Paulo;6943;R$ 161.856.787;157.0
223;3519501;Ibirarema;Região Administrativa de Marília;Outros municípios do Estado de São Paulo;35044;R$ 1.082.675.148;50.0
224;3519600;Ibitinga;Região Administrativa Central;Outros municípios do Estado de São Paulo;12132;R$ 268.565.567;23.0
225;3519709;Ibiúna;Região Administrativa de Sorocaba;Região Metropolitana de Sorocaba;7570;R$ 214.630.935;247.0
226;3519808;Icém;Região Administrativa de São José do Rio Preto;Outros municípios do Estado de São Paulo;58860;R$ 1.743.690.091;343.0
227;3519907;Iepê;Região Administrativa de Presidente Prudente;Outros municípios do Estado de São Paulo;76867;R$ 2.220.621.131;27.0
228;3520004;Igaraçu do Tietê;Região Administrativa de Bauru;Outros municípios do Estado de São Paulo;8077;R$ 183.278.508;34.0
229;3520103;Igarapava;Região Administrativa de Franca;Outros municípios do Estado de São Paulo;7943;R$ 367.596.947;91.0
230;3520202;Igaratá;Região Administrativa de São José dos Campos;Região Metropolitana do Vale do Paraíba e Litoral Norte;29560;R$ 350.682.757;90.0
231;3520301;Iguape;Região Administrativa de Registro;Outros municípios do Estado de São Paulo;9354;R$ 1.354.385.825;30.0
232;3520400;Ilhabela;Região Administrativa de São José dos Campos;Região Metropolitana do Vale do Paraíba e Litoral Norte;24206;R$ 224.386.915;99.0
233;3520426;Ilha Comprida;Região Administrativa de Registro;Outros municípios do Estado de São Paulo;29555;R$ 1.080.388.103;141.0
234;3520442;Ilha Solteira;Região Administrativa de Araçatuba;Outros municípios do Estado de São Paulo;10410;R$ 768.971.311;35.0
235;3520509;Indaiatuba;Região Administrativa de Campinas;Região Metropolitana de Campinas;25754;R$ 678.419.661;85.0
236;3520608;Indiana;Região Administrativa de Presidente Prudente;Outros municípios do Estado de São Paulo;33821;R$ 10.752.019.663;1.021
237;3520707;Indiaporã;Região Administrativa de São José do Rio Preto;Outros municípios do Estado de São Paulo;245366;R$ 18.344.473.035;19.0
238;3520806;Inúbia Paulista;Região Administrativa de Presidente Prudente;Outros municípios do Estado de São Paulo;4771;R$ 84.037.427;20.0
239;3520905;Ipaussu;Região Administrativa de Marília;Outros municípios do Estado de São Paulo;3847;R$ 104.728.604;9.0
240;3521002;Iperó;Região Administrativa de Sorocaba;Região Metropolitana de Sorocaba;3913;R$ 125.745.275;65.0
241;3521101;Ipeúna;Região Administrativa de Campinas;Outros municípios do Estado de São Paulo;14578;R$ 448.605.172;126.0
242;3521150;Ipiguá;Região Administrativa de São José do Rio Preto;Outros municípios do Estado de São Paulo;34800;R$ 796.372.879;28.0
243;3521200;Iporanga;Região Administrativa de Itapeva;Outros municípios do Estado de São Paulo;7711;R$ 914.749.026;12.0
244;3521309;Ipuã;Região Administrativa de Franca;Outros municípios do Estado de São Paulo;5286;R$ 113.165.478;23.0
245;3521408;Iracemápolis;Região Administrativa de Campinas;Outros municípios do Estado de São Paulo;4424;R$ 63.487.572;64.0
246;3521507;Irapuã;Região Administrativa de São José do Rio Preto;Outros municípios do Estado de São Paulo;16001;R$ 445.204.845;85.0
247;3521606;Irapuru;Região Administrativa de Presidente Prudente;Outros municípios do Estado de São Paulo;23907;R$ 2.067.562.220;22.0
248;3521705;Itaberá;Região Administrativa de Itapeva;Outros municípios do Estado de São Paulo;7767;R$ 174.046.959;28.0
249;3521804;Itaí;Região Administrativa de Itapeva;Outros municípios do Estado de São Paulo;7295;R$ 104.356.548;75.0
250;3521903;Itajobi;Região Administrativa de São José do Rio Preto;Outros municípios do Estado de São Paulo;17615;R$ 789.730.330;92.0
251;3522000;Itaju;Região Administrativa de Bauru;Outros municípios do Estado de São Paulo;26725;R$ 905.343.023;64.0
252;3522109;Itanhaém;Região Administrativa de Santos;Região Metropolitana da Baixada Santista;14602;R$ 915.347.743;17.0
253;3522158;Itaóca;Região Administrativa de Itapeva;Outros municípios do Estado de São Paulo;3688;R$ 96.459.433;407.0
254;3522208;Itapecerica da Serra;Região Metropolitana de São Paulo;Região Metropolitana de São Paulo;99751;R$ 2.195.870.952;10.0
255;3522307;Itapetininga;Região Administrativa de Sorocaba;Região Metropolitana de Sorocaba;3187;R$ 48.511.987;707.0
256;3522406;Itapeva;Região Administrativa de Itapeva;Outros municípios do Estado de São Paulo;171123;R$ 4.331.368.068;686.0
257;3522505;Itapevi;Região Metropolitana de São Paulo;Região Metropolitana de São Paulo;161509;R$ 5.332.508.973;338.0
258;3522604;Itapira;Região Administrativa de Campinas;Outros municípios do Estado de São Paulo;92123;R$ 4.111.521.684;1.199
259;3522653;Itapirapuã Paulista;Região Administrativa de Itapeva;Outros municípios do Estado de São Paulo;241150;R$ 12.584.181.048;260.0
260;3522703;Itápolis;Região Administrativa Central;Outros municípios do Estado de São Paulo;71609;R$ 4.132.858.379;18.0
261;3522802;Itaporanga;Região Administrativa de Itapeva;Outros municípios do Estado de São Paulo;4214;R$ 48.697.107;101.0
262;3522901;Itapuí;Região Administrativa de Bauru;Outros municípios do Estado de São Paulo;41648;R$ 1.564.822.996;50.0
263;3523008;Itapura;Região Administrativa de Araçatuba;Outros municípios do Estado de São Paulo;14710;R$ 386.449.781;4.0
264;3523107;Itaquaquecetuba;Região Metropolitana de São Paulo;Região Metropolitana de São Paulo;13913;R$ 871.497.679;11.0
265;3523206;Itararé;Região Administrativa de Itapeva;Outros municípios do Estado de São Paulo;4965;R$ 107.149.968;1.691
266;3523305;Itariri;Região Administrativa de Registro;Outros municípios do Estado de São Paulo;374997;R$ 7.671.902.365;213.0
267;3523404;Itatiba;Região Administrativa de Campinas;Região Metropolitana de Campinas;49149;R$ 1.104.135.897;53.0
268;3523503;Itatinga;Região Administrativa de Sorocaba;Outros municípios do Estado de São Paulo;17442;R$ 357.331.104;439.0
269;3523602;Itirapina;Região Administrativa de Campinas;Outros municípios do Estado de São Paulo;119084;R$ 7.161.563.078;84.0
270;3523701;Itirapuã;Região Administrativa de Franca;Outros municípios do Estado de São Paulo;20752;R$ 427.720.157;62.0
271;3523800;Itobi;Região Administrativa de Campinas;Outros municípios do Estado de São Paulo;17284;R$ 706.029.955;23.0
272;3523909;Itu;Região Administrativa de Sorocaba;Região Metropolitana de Sorocaba;6311;R$ 132.522.479;21.0
273;3524006;Itupeva;Região Administrativa de Campinas;Outros municípios do Estado de São Paulo;7608;R$ 157.854.542;739.0
274;3524105;Ituverava;Região Administrativa de Franca;Outros municípios do Estado de São Paulo;170938;R$ 9.209.595.039;262.0
275;3524204;Jaborandi;Região Administrativa de Barretos;Outros municípios do Estado de São Paulo;60255;R$ 8.498.522.667;141.0
276;3524303;Jaboticabal;Região Administrativa de Ribeirão Preto;Região Metropolitana de Ribeirão Preto;40333;R$ 1.809.032.362;20.0
277;3524402;Jacareí;Região Administrativa de São José dos Campos;Região Metropolitana do Vale do Paraíba e Litoral Norte;6681;R$ 153.342.834;242.0
278;3524501;Jaci;Região Administrativa de São José do Rio Preto;Outros municípios do Estado de São Paulo;74352;R$ 3.170.163.454;919.0
279;3524600;Jacupiranga;Região Administrativa de Registro;Outros municípios do Estado de São Paulo;229163;R$ 14.114.972.368;34.0
280;3524709;Jaguariúna;Região Administrativa de Campinas;Região Metropolitana de Campinas;7052;R$ 559.306.972;81.0
281;3524808;Jales;Região Administrativa de São José do Rio Preto;Outros municípios do Estado de São Paulo;17237;R$ 519.612.447;238.0
282;3524907;Jambeiro;Região Administrativa de São José dos Campos;Região Metropolitana do Vale do Paraíba e Litoral Norte;55477;R$ 11.504.186.763;165.0
283;3525003;Jandira;Região Metropolitana de São Paulo;Região Metropolitana de São Paulo;47242;R$ 1.773.928.116;22.0
284;3525102;Jardinópolis;Região Administrativa de Ribeirão Preto;Região Metropolitana de Ribeirão Preto;6272;R$ 269.800.866;517.0
285;3525201;Jarinu;Região Administrativa de Campinas;Outros municípios do Estado de São Paulo;124940;R$ 4.596.896.835;176.0
286;3525300;Jaú;Região Administrativa de Bauru;Outros municípios do Estado de São Paulo;43258;R$ 1.384.172.257;158.0
287;3525409;Jeriquara;Região Administrativa de Franca;Outros municípios do Estado de São Paulo;30330;R$ 2.603.548.811;469.0
288;3525508;Joanópolis;Região Administrativa de Campinas;Outros municípios do Estado de São Paulo;148613;R$ 5.051.020.821;18.0
289;3525607;João Ramalho;Região Administrativa de Marília;Outros municípios do Estado de São Paulo;3141;R$ 131.524.169;42.0
290;3525706;José Bonifácio;Região Administrativa de São José do Rio Preto;Outros municípios do Estado de São Paulo;12720;R$ 231.982.333;23.0
291;3525805;Júlio Mesquita;Região Administrativa de Marília;Outros municípios do Estado de São Paulo;4404;R$ 131.711.851;167.0
292;3525854;Jumirim;Região Administrativa de Sorocaba;Região Metropolitana de Sorocaba;36229;R$ 1.340.585.806;22.0
293;3525904;Jundiaí;Região Administrativa de Campinas;Outros municípios do Estado de São Paulo;4658;R$ 56.184.161;12.0
294;3526001;Junqueirópolis;Região Administrativa de Presidente Prudente;Outros municípios do Estado de São Paulo;3343;R$ 172.323.516;1.845
295;3526100;Juquiá;Região Administrativa de Registro;Outros municípios do Estado de São Paulo;409439;R$ 51.235.049.644;65.0
296;3526209;Juquitiba;Região Metropolitana de São Paulo;Região Metropolitana de São Paulo;20174;R$ 740.517.079;78.0
297;3526308;Lagoinha;Região Administrativa de São José dos Campos;Região Metropolitana do Vale do Paraíba e Litoral Norte;18856;R$ 361.211.895;131.0
298;3526407;Laranjal Paulista;Região Administrativa de Sorocaba;Outros municípios do Estado de São Paulo;30579;R$ 547.311.783;19.0
299;3526506;Lavínia;Região Administrativa de Araçatuba;Outros municípios do Estado de São Paulo;4821;R$ 69.423.364;94.0
300;3526605;Lavrinhas;Região Administrativa de São José dos Campos;Região Metropolitana do Vale do Paraíba e Litoral Norte;28042;R$ 1.253.935.132;11.0
301;3526704;Leme;Região Administrativa de Campinas;Outros municípios do Estado de São Paulo;8476;R$ 182.199.822;32.0
302;3526803;Lençóis Paulista;Região Administrativa de Bauru;Outros municípios do Estado de São Paulo;7218;R$ 120.677.950;354.0
303;3526902;Limeira;Região Administrativa de Campinas;Outros municípios do Estado de São Paulo;101693;R$ 3.767.429.203;279.0
304;3527009;Lindóia;Região Administrativa de Campinas;Outros municípios do Estado de São Paulo;66695;R$ 4.257.629.799;1.004
305;3527108;Lins;Região Administrativa de Bauru;Outros municípios do Estado de São Paulo;297662;R$ 13.702.173.364;30.0
306;3527207;Lorena;Região Administrativa de São José dos Campos;Região Metropolitana do Vale do Paraíba e Litoral Norte;7789;R$ 220.924.387;312.0
307;3527256;Lourdes;Região Administrativa de Araçatuba;Outros municípios do Estado de São Paulo;75318;R$ 6.290.470.756;350.0
308;3527306;Louveira;Região Administrativa de Campinas;Outros municípios do Estado de São Paulo;86952;R$ 3.104.752.935;7.0
309;3527405;Lucélia;Região Administrativa de Presidente Prudente;Outros municípios do Estado de São Paulo;2183;R$ 46.224.135;241.0
310;3527504;Lucianópolis;Região Administrativa de Bauru;Outros municípios do Estado de São Paulo;48965;R$ 17.852.711.726;54.0
311;3527603;Luís Antônio;Região Administrativa de Ribeirão Preto;Região Metropolitana de Ribeirão Preto;21092;R$ 516.660.243;10.0
312;3527702;Luiziânia;Região Administrativa de Araçatuba;Outros municípios do Estado de São Paulo;2264;R$ 75.136.887;42.0
313;3527801;Lupércio;Região Administrativa de Marília;Outros municípios do Estado de São Paulo;14358;R$ 1.450.489.198;14.0
314;3527900;Lutécia;Região Administrativa de Marília;Outros municípios do Estado de São Paulo;5813;R$ 83.669.479;18.0
315;3528007;Macatuba;Região Administrativa de Bauru;Outros municípios do Estado de São Paulo;4428;R$ 92.684.017;15.0
316;3528106;Macaubal;Região Administrativa de São José do Rio Preto;Outros municípios do Estado de São Paulo;2615;R$ 94.682.544;73.0
317;3528205;Macedônia;Região Administrativa de São José do Rio Preto;Outros municípios do Estado de São Paulo;16981;R$ 758.205.552;26.0
318;3528304;Magda;Região Administrativa de São José do Rio Preto;Outros municípios do Estado de São Paulo;7738;R$ 186.629.964;14.0
319;3528403;Mairinque;Região Administrativa de Sorocaba;Região Metropolitana de Sorocaba;3562;R$ 87.066.605;4.0
320;3528502;Mairiporã;Região Metropolitana de São Paulo;Região Metropolitana de São Paulo;3076;R$ 99.703.610;192.0
321;3528601;Manduri;Região Administrativa de Sorocaba;Outros municípios do Estado de São Paulo;46569;R$ 2.144.227.207;333.0
322;3528700;Marabá Paulista;Região Administrativa de Presidente Prudente;Outros municípios do Estado de São Paulo;100034;R$ 1.931.084.246;47.0
323;3528809;Maracaí;Região Administrativa de Marília;Outros municípios do Estado de São Paulo;9562;R$ 260.130.318;11.0
324;3528858;Marapoama;Região Administrativa de São José do Rio Preto;Outros municípios do Estado de São Paulo;4942;R$ 122.178.966;61.0
325;3528908;Mariápolis;Região Administrativa de Presidente Prudente;Outros municípios do Estado de São Paulo;13526;R$ 497.377.033;10.0
326;3529005;Marília;Região Administrativa de Marília;Outros municípios do Estado de São Paulo;2925;R$ 295.810.202;13.0
327;3529104;Marinópolis;Região Administrativa de São José do Rio Preto;Outros municípios do Estado de São Paulo;3979;R$ 65.623.027;936.0
328;3529203;Martinópolis;Região Administrativa de Presidente Prudente;Outros municípios do Estado de São Paulo;232599;R$ 8.700.475.586;7.0
329;3529302;Matão;Região Administrativa Central;Outros municípios do Estado de São Paulo;2096;R$ 39.819.308;95.0
330;3529401;Mauá;Região Metropolitana de São Paulo;Região Metropolitana de São Paulo;25778;R$ 674.231.641;256.0
331;3529500;Mendonça;Região Administrativa de São José do Rio Preto;Outros municípios do Estado de São Paulo;80174;R$ 4.415.471.227;1.485
332;3529609;Meridiano;Região Administrativa de São José do Rio Preto;Outros municípios do Estado de São Paulo;463338;R$ 17.127.382.576;17.0
333;3529658;Mesópolis;Região Administrativa de São José do Rio Preto;Outros municípios do Estado de São Paulo;5069;R$ 298.917.011;13.0
334;3529708;Miguelópolis;Região Administrativa de Franca;Outros municípios do Estado de São Paulo;3725;R$ 406.438.216;5.0
335;3529807;Mineiros do Tietê;Região Administrativa de Bauru;Outros municípios do Estado de São Paulo;1893;R$ 74.356.044;77.0
336;3529906;Miracatu;Região Administrativa de Registro;Outros municípios do Estado de São Paulo;21500;R$ 1.047.653.218;32.0
337;3530003;Mira Estrela;Região Administrativa de São José do Rio Preto;Outros municípios do Estado de São Paulo;12641;R$ 208.464.303;92.0
338;3530102;Mirandópolis;Região Administrativa de Araçatuba;Outros municípios do Estado de São Paulo;2949;R$ 71.546.749;8.0
339;3530201;Mirante do Paranapanema;Região Administrativa de Presidente Prudente;Outros municípios do Estado de São Paulo;19961;R$ 422.678.077;95.0
340;3530300;Mirassol;Região Administrativa de São José do Rio Preto;Outros municípios do Estado de São Paulo;28715;R$ 689.322.609;51.0
341;3530409;Mirassolândia;Região Administrativa de São José do Rio Preto;Outros municípios do Estado de São Paulo;17831;R$ 549.595.077;259.0
342;3530508;Mococa;Região Administrativa de Campinas;Região Metropolitana de Ribeirão Preto;58112;R$ 2.259.473.838;20.0
343;3530607;Mogi das Cruzes;Região Metropolitana de São Paulo;Região Metropolitana de São Paulo;4736;R$ 162.532.681;238.0
344;3530706;Mogi Guaçu;Região Administrativa de Campinas;Outros municípios do Estado de São Paulo;66719;R$ 2.611.201.225;1.815
345;3530805;Mogi Mirim;Região Administrativa de Campinas;Outros municípios do Estado de São Paulo;436883;R$ 16.964.026.510;577.0
346;3530904;Mombuca;Região Administrativa de Campinas;Outros municípios do Estado de São Paulo;149071;R$ 6.168.231.151;342.0
347;3531001;Monções;Região Administrativa de São José do Rio Preto;Outros municípios do Estado de São Paulo;90657;R$ 5.044.266.778;20.0
