;cod_municipio;nome_municipio;regiao_administrativa;regiao_metropolitana;habitantes;PIB;nascidos_vivos
348;3531100;Mongaguá;Região Administrativa de Santos;Região Metropolitana da Baixada Santista;3338;R$ 100.670.000;4.0
349;3531209;Monte Alegre do Sul;Região Administrativa de Campinas;Outros municípios do Estado de São Paulo;55216;R$ 64.783.996;261.0
350;3531308;Monte Alto;Região Administrativa de Ribeirão Preto;Região Metropolitana de Ribeirão Preto;7792;R$ 1.218.644.642;25.0
351;3531407;Monte Aprazível;Região Administrativa de São José do Rio Preto;Outros municípios do Estado de São Paulo;48469;R$ 220.385.343;164.0
352;3531506;Monte Azul Paulista;Região Administrativa de Barretos;Outros municípios do Estado de São Paulo;23561;R$ 2.171.450.256;71.0
353;3531605;Monte Castelo;Região Administrativa de Presidente Prudente;Outros municípios do Estado de São Paulo;18131;R$ 726.388.269;75.0
354;3531704;Monteiro Lobato;Região Administrativa de São José dos Campos;Região Metropolitana do Vale do Paraíba e Litoral Norte;3985;R$ 578.989.781;16.0
355;3531803;Monte Mor;Região Administrativa de Campinas;Região Metropolitana de Campinas;60555;R$ 118.889.293;17.0
356;3531902;Morro Agudo;Região Administrativa de Franca;Região Metropolitana de Ribeirão Preto;4491;R$ 3.683.620.445;303.0
357;3532009;Morungaba;Região Administrativa de Campinas;Região Metropolitana de Campinas;2173;R$ 72.883.977;107.0
358;3532058;Motuca;Região Administrativa Central;Outros municípios do Estado de São Paulo;32603;R$ 1.329.812.180;61.0
359;3532108;Murutinga do Sul;Região Administrativa de Araçatuba;Outros municípios do Estado de São Paulo;13359;R$ 551.379.051;3.0
360;3532157;Nantes;Região Administrativa de Presidente Prudente;Outros municípios do Estado de São Paulo;4665;R$ 110.809.071;12.0
361;3532207;Narandiba;Região Administrativa de Presidente Prudente;Outros municípios do Estado de São Paulo;4283;R$ 85.269.850;5.0
362;3532306;Natividade da Serra;Região Administrativa de São José dos Campos;Região Metropolitana do Vale do Paraíba e Litoral Norte;3103;R$ 126.320.667;18.0
363;3532405;Nazaré Paulista;Região Administrativa de Campinas;Outros municípios do Estado de São Paulo;4888;R$ 262.527.862;17.0
364;3532504;Neves Paulista;Região Administrativa de São José do Rio Preto;Outros municípios do Estado de São Paulo;6703;R$ 86.047.289;72.0
365;3532603;Nhandeara;Região Administrativa de São José do Rio Preto;Outros municípios do Estado de São Paulo;18611;R$ 414.383.927;24.0
366;3532702;Nipoã;Região Administrativa de São José do Rio Preto;Outros municípios do Estado de São Paulo;8592;R$ 243.933.066;33.0
367;3532801;Nova Aliança;Região Administrativa de São José do Rio Preto;Outros municípios do Estado de São Paulo;10760;R$ 353.567.042;25.0
368;3532827;Nova Campina;Região Administrativa de Itapeva;Outros municípios do Estado de São Paulo;5014;R$ 92.934.640;21.0
369;3532843;Nova Canaã Paulista;Região Administrativa de São José do Rio Preto;Outros municípios do Estado de São Paulo;6487;R$ 232.640.579;40.0
370;3532868;Nova Castilho;Região Administrativa de Araçatuba;Outros municípios do Estado de São Paulo;9787;R$ 137.402.762;3.0
371;3532900;Nova Europa;Região Administrativa Central;Outros municípios do Estado de São Paulo;1921;R$ 45.892.811;1.0
372;3533007;Nova Granada;Região Administrativa de São José do Rio Preto;Outros municípios do Estado de São Paulo;1180;R$ 55.116.148;55.0
373;3533106;Nova Guataporanga;Região Administrativa de Presidente Prudente;Outros municípios do Estado de São Paulo;10863;R$ 347.437.753;77.0
374;3533205;Nova Independência;Região Administrativa de Araçatuba;Outros municípios do Estado de São Paulo;21054;R$ 482.455.406;11.0
375;3533254;Novais;Região Administrativa de São José do Rio Preto;Outros municípios do Estado de São Paulo;2192;R$ 36.374.548;20.0
376;3533304;Nova Luzitânia;Região Administrativa de Araçatuba;Outros municípios do Estado de São Paulo;3774;R$ 185.266.683;25.0
377;3533403;Nova Odessa;Região Administrativa de Campinas;Região Metropolitana de Campinas;4083;R$ 54.495.206;7.0
378;3533502;Novo Horizonte;Região Administrativa de São José do Rio Preto;Outros municípios do Estado de São Paulo;58490;R$ 3.647.305.668;239.0
379;3533601;Nuporanga;Região Administrativa de Franca;Região Metropolitana de Ribeirão Preto;5575;R$ 75.078.141;139.0
380;3533700;Ocauçu;Região Administrativa de Marília;Outros municípios do Estado de São Paulo;39124;R$ 1.394.318.563;34.0
381;3533809;Óleo;Região Administrativa de Marília;Outros municípios do Estado de São Paulo;7297;R$ 723.330.888;18.0
382;3533908;Olímpia;Região Administrativa de Barretos;Outros municípios do Estado de São Paulo;4143;R$ 178.951.677;5.0
383;3534005;Onda Verde;Região Administrativa de São José do Rio Preto;Outros municípios do Estado de São Paulo;2517;R$ 128.692.078;242.0
384;3534104;Oriente;Região Administrativa de Marília;Outros municípios do Estado de São Paulo;52670;R$ 2.125.601.452;26.0
385;3534203;Orindiúva;Região Administrativa de São José do Rio Preto;Outros municípios do Estado de São Paulo;4250;R$ 189.749.482;27.0
386;3534302;Orlândia;Região Administrativa de Franca;Região Metropolitana de Ribeirão Preto;6275;R$ 112.839.771;26.0
387;3534401;Osasco;Região Metropolitana de São Paulo;Região Metropolitana de São Paulo;6951;R$ 515.615.981;165.0
388;3534500;Oscar Bressane;Região Administrativa de Marília;Outros municípios do Estado de São Paulo;42436;R$ 2.180.278.327;2.919
389;3534609;Osvaldo Cruz;Região Administrativa de Presidente Prudente;Outros municípios do Estado de São Paulo;682876;R$ 76.311.813.717;8.0
390;3534708;Ourinhos;Região Administrativa de Marília;Outros municípios do Estado de São Paulo;2508;R$ 104.645.651;122.0
391;3534757;Ouroeste;Região Administrativa de São José do Rio Preto;Outros municípios do Estado de São Paulo;31256;R$ 992.800.229;395.0
392;3534807;Ouro Verde;Região Administrativa de Presidente Prudente;Outros municípios do Estado de São Paulo;111039;R$ 3.504.208.519;25.0
393;3534906;Pacaembu;Região Administrativa de Presidente Prudente;Outros municípios do Estado de São Paulo;8306;R$ 127.357.073;37.0
394;3535002;Palestina;Região Administrativa de São José do Rio Preto;Outros municípios do Estado de São Paulo;9871;R$ 596.080.992;41.0
395;3535101;Palmares Paulista;Região Administrativa de São José do Rio Preto;Outros municípios do Estado de São Paulo;13041;R$ 206.125.943;41.0
396;3535200;Palmeira d'Oeste;Região Administrativa de São José do Rio Preto;Outros municípios do Estado de São Paulo;12220;R$ 429.397.168;30.0
397;3535309;Palmital;Região Administrativa de Marília;Outros municípios do Estado de São Paulo;13154;R$ 131.300.083;31.0
398;3535408;Panorama;Região Administrativa de Presidente Prudente;Outros municípios do Estado de São Paulo;9092;R$ 206.238.853;66.0
399;3535507;Paraguaçu Paulista;Região Administrativa de Marília;Outros municípios do Estado de São Paulo;21609;R$ 825.926.300;64.0
400;3535606;Paraibuna;Região Administrativa de São José dos Campos;Região Metropolitana do Vale do Paraíba e Litoral Norte;15253;R$ 298.574.906;164.0
401;3535705;Paraíso;Região Administrativa de São José do Rio Preto;Outros municípios do Estado de São Paulo;44310;R$ 1.646.041.051;68.0
402;3535804;Paranapanema;Região Administrativa de Itapeva;Outros municípios do Estado de São Paulo;18304;R$ 325.456.394;14.0
403;3535903;Paranapuã;Região Administrativa de São José do Rio Preto;Outros municípios do Estado de São Paulo;6293;R$ 266.519.561;29.0
404;3536000;Parapuã;Região Administrativa de Marília;Outros municípios do Estado de São Paulo;20151;R$ 894.411.936;22.0
405;3536109;Pardinho;Região Administrativa de Sorocaba;Outros municípios do Estado de São Paulo;3895;R$ 146.562.331;38.0
406;3536208;Pariquera-Açu;Região Administrativa de Registro;Outros municípios do Estado de São Paulo;10473;R$ 640.349.695;38.0
407;3536257;Parisi;Região Administrativa de São José do Rio Preto;Outros municípios do Estado de São Paulo;6467;R$ 322.481.674;83.0
408;3536307;Patrocínio Paulista;Região Administrativa de Franca;Outros municípios do Estado de São Paulo;19311;R$ 533.919.078;6.0
409;3536406;Paulicéia;Região Administrativa de Presidente Prudente;Outros municípios do Estado de São Paulo;2053;R$ 53.316.041;68.0
410;3536505;Paulínia;Região Administrativa de Campinas;Região Metropolitana de Campinas;14592;R$ 1.150.895.781;38.0
411;3536570;Paulistânia;Região Administrativa de Bauru;Outros municípios do Estado de São Paulo;7213;R$ 197.069.605;452.0
412;3536604;Paulo de Faria;Região Administrativa de São José do Rio Preto;Outros municípios do Estado de São Paulo;106781;R$ 38.572.765.947;9.0
413;3536703;Pederneiras;Região Administrativa de Bauru;Outros municípios do Estado de São Paulo;1769;R$ 43.156.219;26.0
414;3536802;Pedra Bela;Região Administrativa de Campinas;Outros municípios do Estado de São Paulo;8520;R$ 307.339.788;187.0
415;3536901;Pedranópolis;Região Administrativa de São José do Rio Preto;Outros municípios do Estado de São Paulo;45877;R$ 2.334.030.132;20.0
416;3537008;Pedregulho;Região Administrativa de Franca;Outros municípios do Estado de São Paulo;5974;R$ 107.472.163;9.0
417;3537107;Pedreira;Região Administrativa de Campinas;Região Metropolitana de Campinas;2412;R$ 72.994.664;77.0
418;3537156;Pedrinhas Paulista;Região Administrativa de Marília;Outros municípios do Estado de São Paulo;16319;R$ 1.340.986.644;178.0
419;3537206;Pedro de Toledo;Região Administrativa de Registro;Outros municípios do Estado de São Paulo;46908;R$ 1.378.762.535;5.0
420;3537305;Penápolis;Região Administrativa de Araçatuba;Outros municípios do Estado de São Paulo;3015;R$ 159.924.515;37.0
421;3537404;Pereira Barreto;Região Administrativa de Araçatuba;Outros municípios do Estado de São Paulo;11055;R$ 166.358.796;188.0
422;3537503;Pereiras;Região Administrativa de Sorocaba;Outros municípios do Estado de São Paulo;60902;R$ 1.708.156.517;49.0
423;3537602;Peruíbe;Região Administrativa de Santos;Região Metropolitana da Baixada Santista;25411;R$ 910.639.479;32.0
424;3537701;Piacatu;Região Administrativa de Araçatuba;Outros municípios do Estado de São Paulo;8507;R$ 285.527.706;269.0
425;3537800;Piedade;Região Administrativa de Sorocaba;Região Metropolitana de Sorocaba;66747;R$ 1.638.669.330;13.0
426;3537909;Pilar do Sul;Região Administrativa de Sorocaba;Região Metropolitana de Sorocaba;5936;R$ 105.499.949;211.0
427;3538006;Pindamonhangaba;Região Administrativa de São José dos Campos;Região Metropolitana do Vale do Paraíba e Litoral Norte;53656;R$ 1.520.382.097;154.0
428;3538105;Pindorama;Região Administrativa de São José do Rio Preto;Outros municípios do Estado de São Paulo;28355;R$ 858.345.512;735.0
429;3538204;Pinhalzinho;Região Administrativa de Campinas;Outros municípios do Estado de São Paulo;164753;R$ 9.034.083.568;44.0
430;3538303;Piquerobi;Região Administrativa de Presidente Prudente;Outros municípios do Estado de São Paulo;16331;R$ 422.181.181;50.0
431;3538501;Piquete;Região Administrativa de São José dos Campos;Região Metropolitana do Vale do Paraíba e Litoral Norte;14877;R$ 283.314.896;7.0
432;3538600;Piracaia;Região Administrativa de Campinas;Outros municípios do Estado de São Paulo;3532;R$ 61.717.252;45.0
433;3538709;Piracicaba;Região Administrativa de Campinas;Outros municípios do Estado de São Paulo;13621;R$ 200.245.263;97.0
434;3538808;Piraju;Região Administrativa de Itapeva;Outros municípios do Estado de São Paulo;26379;R$ 589.541.842;1.59
435;3538907;Pirajuí;Região Administrativa de Bauru;Outros municípios do Estado de São Paulo;391464;R$ 27.172.816.849;124.0
436;3539004;Pirangi;Região Administrativa de Barretos;Outros municípios do Estado de São Paulo;28552;R$ 846.459.710;61.0
437;3539103;Pirapora do Bom Jesus;Região Metropolitana de São Paulo;Região Metropolitana de São Paulo;23274;R$ 493.233.038;29.0
438;3539202;Pirapozinho;Região Administrativa de Presidente Prudente;Outros municípios do Estado de São Paulo;10825;R$ 385.531.875;76.0
439;3539301;Pirassununga;Região Administrativa de Campinas;Outros municípios do Estado de São Paulo;19139;R$ 523.355.752;96.0
440;3539400;Piratininga;Região Administrativa de Bauru;Outros municípios do Estado de São Paulo;27425;R$ 967.368.721;260.0
441;3539509;Pitangueiras;Região Administrativa de Ribeirão Preto;Região Metropolitana de Ribeirão Preto;73921;R$ 3.119.279.837;49.0
442;3539608;Planalto;Região Administrativa de São José do Rio Preto;Outros municípios do Estado de São Paulo;13305;R$ 255.490.956;157.0
443;3539707;Platina;Região Administrativa de Marília;Outros municípios do Estado de São Paulo;38852;R$ 1.278.782.091;19.0
444;3539806;Poá;Região Metropolitana de São Paulo;Região Metropolitana de São Paulo;5221;R$ 180.544.434;13.0
445;3539905;Poloni;Região Administrativa de São José do Rio Preto;Outros municípios do Estado de São Paulo;3528;R$ 127.549.339;425.0
446;3540002;Pompéia;Região Administrativa de Marília;Outros municípios do Estado de São Paulo;116289;R$ 3.312.399.565;22.0
447;3540101;Pongaí;Região Administrativa de Bauru;Outros municípios do Estado de São Paulo;5681;R$ 143.746.904;62.0
448;3540200;Pontal;Região Administrativa de Ribeirão Preto;Região Metropolitana de Ribeirão Preto;21384;R$ 1.506.758.551;11.0
449;3540259;Pontalinda;Região Administrativa de São José do Rio Preto;Outros municípios do Estado de São Paulo;3340;R$ 84.841.493;185.0
450;3540309;Pontes Gestal;Região Administrativa de São José do Rio Preto;Outros municípios do Estado de São Paulo;49889;R$ 1.303.918.803;11.0
451;3540408;Populina;Região Administrativa de São José do Rio Preto;Outros municípios do Estado de São Paulo;4515;R$ 85.609.517;11.0
452;3540507;Porangaba;Região Administrativa de Sorocaba;Outros municípios do Estado de São Paulo;2530;R$ 102.180.411;11.0
453;3540606;Porto Feliz;Região Administrativa de Sorocaba;Região Metropolitana de Sorocaba;3977;R$ 109.557.256;37.0
454;3540705;Porto Ferreira;Região Administrativa Central;Outros municípios do Estado de São Paulo;9380;R$ 201.390.147;205.0
455;3540754;Potim;Região Administrativa de São José dos Campos;Região Metropolitana do Vale do Paraíba e Litoral Norte;51907;R$ 3.136.745.276;195.0
456;3540804;Potirendaba;Região Administrativa de São José do Rio Preto;Outros municípios do Estado de São Paulo;54274;R$ 2.284.886.764;97.0
457;3540853;Pracinha;Região Administrativa de Presidente Prudente;Outros municípios do Estado de São Paulo;20815;R$ 261.237.572;69.0
458;3540903;Pradópolis;Região Administrativa de Ribeirão Preto;Região Metropolitana de Ribeirão Preto;16677;R$ 588.461.267;5.0
459;3541000;Praia Grande;Região Administrativa de Santos;Região Metropolitana da Baixada Santista;2921;R$ 35.875.376;63.0
460;3541059;Pratânia;Região Administrativa de Sorocaba;Outros municípios do Estado de São Paulo;21167;R$ 1.068.675.331;1.496
461;3541109;Presidente Alves;Região Administrativa de Bauru;Outros municípios do Estado de São Paulo;321008;R$ 8.113.234.425;6.0
462;3541208;Presidente Bernardes;Região Administrativa de Presidente Prudente;Outros municípios do Estado de São Paulo;5210;R$ 115.913.030;21.0
463;3541307;Presidente Epitácio;Região Administrativa de Presidente Prudente;Outros municípios do Estado de São Paulo;4011;R$ 72.702.000;32.0
464;3541406;Presidente Prudente;Região Administrativa de Presidente Prudente;Outros municípios do Estado de São Paulo;13713;R$ 364.663.878;140.0
465;3541505;Presidente Venceslau;Região Administrativa de Presidente Prudente;Outros municípios do Estado de São Paulo;42484;R$ 955.683.297;828.0
466;3541604;Promissão;Região Administrativa de Bauru;Outros municípios do Estado de São Paulo;221938;R$ 8.506.731.995;129.0
467;3541653;Quadra;Região Administrativa de Sorocaba;Outros municípios do Estado de São Paulo;37981;R$ 783.764.658;135.0
468;3541703;Quatá;Região Administrativa de Marília;Outros municípios do Estado de São Paulo;40001;R$ 2.047.758.600;10.0
469;3541802;Queiroz;Região Administrativa de Marília;Outros municípios do Estado de São Paulo;3745;R$ 125.521.750;47.0
470;3541901;Queluz;Região Administrativa de São José dos Campos;Região Metropolitana do Vale do Paraíba e Litoral Norte;14025;R$ 744.439.879;20.0
471;3542008;Quintana;Região Administrativa de Marília;Outros municípios do Estado de São Paulo;3319;R$ 869.318.937;48.0
472;3542107;Rafard;Região Administrativa de Campinas;Outros municípios do Estado de São Paulo;12735;R$ 345.672.630;32.0
473;3542206;Rancharia;Região Administrativa de Presidente Prudente;Outros municípios do Estado de São Paulo;6539;R$ 219.420.588;38.0
474;3542305;Redenção da Serra;Região Administrativa de São José dos Campos;Região Metropolitana do Vale do Paraíba e Litoral Norte;9014;R$ 383.625.498;122.0
475;3542404;Regente Feijó;Região Administrativa de Presidente Prudente;Outros municípios do Estado de São Paulo;28855;R$ 1.322.460.992;14.0
476;3542503;Reginópolis;Região Administrativa de Bauru;Outros municípios do Estado de São Paulo;3834;R$ 62.422.183;77.0
477;3542602;Registro;Região Administrativa de Registro;Outros municípios do Estado de São Paulo;19556;R$ 850.298.184;19.0
478;3542701;Restinga;Região Administrativa de Franca;Outros municípios do Estado de São Paulo;7204;R$ 176.929.082;269.0
479;3542800;Ribeira;Região Administrativa de Itapeva;Outros municípios do Estado de São Paulo;54270;R$ 2.187.147.943;29.0
480;3542909;Ribeirão Bonito;Região Administrativa Central;Outros municípios do Estado de São Paulo;7575;R$ 192.918.139;15.0
481;3543006;Ribeirão Branco;Região Administrativa de Itapeva;Outros municípios do Estado de São Paulo;3240;R$ 54.175.041;46.0
482;3543105;Ribeirão Corrente;Região Administrativa de Franca;Outros municípios do Estado de São Paulo;13033;R$ 345.639.139;92.0
483;3543204;Ribeirão do Sul;Região Administrativa de Marília;Outros municípios do Estado de São Paulo;17683;R$ 512.144.776;19.0
484;3543238;Ribeirão dos Índios;Região Administrativa de Presidente Prudente;Outros municípios do Estado de São Paulo;4698;R$ 175.237.915;23.0
485;3543253;Ribeirão Grande;Região Administrativa de Itapeva;Outros municípios do Estado de São Paulo;4351;R$ 201.040.206;8.0
486;3543303;Ribeirão Pires;Região Metropolitana de São Paulo;Região Metropolitana de São Paulo;2135;R$ 42.307.996;26.0
487;3543402;Ribeirão Preto;Região Administrativa de Ribeirão Preto;Região Metropolitana de Ribeirão Preto;7515;R$ 218.852.411;356.0
488;3543501;Riversul;Região Administrativa de Itapeva;Outros municípios do Estado de São Paulo;119339;R$ 3.341.359.834;2.593
489;3543600;Rifaina;Região Administrativa de Franca;Outros municípios do Estado de São Paulo;688894;R$ 35.218.869.200;20.0
490;3543709;Rincão;Região Administrativa Central;Outros municípios do Estado de São Paulo;3470;R$ 173.656.442;17.0
491;3543808;Rinópolis;Região Administrativa de Marília;Outros municípios do Estado de São Paulo;10506;R$ 209.965.061;40.0
492;3543907;Rio Claro;Região Administrativa de Campinas;Outros municípios do Estado de São Paulo;9700;R$ 303.133.820;30.0
493;3544004;Rio das Pedras;Região Administrativa de Campinas;Outros municípios do Estado de São Paulo;202289;R$ 11.432.196.416;752.0
494;3544103;Rio Grande da Serra;Região Metropolitana de São Paulo;Região Metropolitana de São Paulo;34768;R$ 1.464.967.660;133.0
495;3544202;Riolândia;Região Administrativa de São José do Rio Preto;Outros municípios do Estado de São Paulo;50313;R$ 847.583.471;178.0
496;3544251;Rosana;Região Administrativa de Presidente Prudente;Outros municípios do Estado de São Paulo;11501;R$ 246.045.995;49.0
497;3544301;Roseira;Região Administrativa de São José dos Campos;Região Metropolitana do Vale do Paraíba e Litoral Norte;5686;R$ 85.167.068;74.0
498;3544400;Rubiácea;Região Administrativa de Araçatuba;Outros municípios do Estado de São Paulo;18320;R$ 2.277.164.663;34.0
499;3544509;Rubinéia;Região Administrativa de São José do Rio Preto;Outros municípios do Estado de São Paulo;10723;R$ 338.538.534;6.0
500;3544608;Sabino;Região Administrativa de Bauru;Outros municípios do Estado de São Paulo;3138;R$ 81.573.052;6.0
501;3544707;Sagres;Região Administrativa de Presidente Prudente;Outros municípios do Estado de São Paulo;2996;R$ 88.399.102;21.0
502;3544806;Sales;Região Administrativa de São José do Rio Preto;Outros municípios do Estado de São Paulo;5485;R$ 135.305.954;10.0
503;3544905;Sales Oliveira;Região Administrativa de Franca;Região Metropolitana de Ribeirão Preto;2362;R$ 46.477.686;14.0
504;3545001;Salesópolis;Região Metropolitana de São Paulo;Região Metropolitana de São Paulo;6082;R$ 155.723.229;31.0
505;3545100;Salmourão;Região Administrativa de Presidente Prudente;Outros municípios do Estado de São Paulo;11580;R$ 412.198.787;90.0
506;3545159;Saltinho;Região Administrativa de Campinas;Outros municípios do Estado de São Paulo;16945;R$ 244.310.948;17.0
507;3545209;Salto;Região Administrativa de Sorocaba;Região Metropolitana de Sorocaba;5138;R$ 83.198.002;26.0
508;3545308;Salto de Pirapora;Região Administrativa de Sorocaba;Região Metropolitana de Sorocaba;7898;R$ 292.354.044;557.0
509;3545407;Salto Grande;Região Administrativa de Marília;Outros municípios do Estado de São Paulo;116089;R$ 7.805.417.815;155.0
510;3545506;Sandovalina;Região Administrativa de Presidente Prudente;Outros municípios do Estado de São Paulo;44522;R$ 2.105.313.446;40.0
511;3545605;Santa Adélia;Região Administrativa de São José do Rio Preto;Outros municípios do Estado de São Paulo;9125;R$ 268.221.844;15.0
512;3545704;Santa Albertina;Região Administrativa de São José do Rio Preto;Outros municípios do Estado de São Paulo;4257;R$ 436.747.722;55.0
513;3545803;Santa Bárbara d'Oeste;Região Administrativa de Campinas;Região Metropolitana de Campinas;14929;R$ 356.440.206;23.0
514;3546009;Santa Branca;Região Administrativa de São José dos Campos;Região Metropolitana do Vale do Paraíba e Litoral Norte;5657;R$ 212.827.769;713.0
515;3546108;Santa Clara d'Oeste;Região Administrativa de São José do Rio Preto;Outros municípios do Estado de São Paulo;189330;R$ 6.480.086.851;36.0
516;3546207;Santa Cruz da Conceição;Região Administrativa de Campinas;Outros municípios do Estado de São Paulo;14212;R$ 284.605.121;9.0
517;3546256;Santa Cruz da Esperança;Região Administrativa de Ribeirão Preto;Região Metropolitana de Ribeirão Preto;1998;R$ 73.993.095;8.0
518;3546306;Santa Cruz das Palmeiras;Região Administrativa de Campinas;Outros municípios do Estado de São Paulo;4372;R$ 144.059.971;7.0
519;3546405;Santa Cruz do Rio Pardo;Região Administrativa de Marília;Outros municípios do Estado de São Paulo;2086;R$ 63.847.181;138.0
520;3546504;Santa Ernestina;Região Administrativa Central;Outros municípios do Estado de São Paulo;34031;R$ 580.135.268;212.0
521;3546603;Santa Fé do Sul;Região Administrativa de São José do Rio Preto;Outros municípios do Estado de São Paulo;46276;R$ 2.429.446.434;19.0
522;3546702;Santa Gertrudes;Região Administrativa de Campinas;Outros municípios do Estado de São Paulo;5527;R$ 106.245.490;70.0
523;3546801;Santa Isabel;Região Metropolitana de São Paulo;Região Metropolitana de São Paulo;30897;R$ 1.268.450.629;106.0
524;3546900;Santa Lúcia;Região Administrativa Central;Outros municípios do Estado de São Paulo;26572;R$ 2.691.618.487;206.0
525;3547007;Santa Maria da Serra;Região Administrativa de Campinas;Outros municípios do Estado de São Paulo;55436;R$ 1.608.902.358;18.0
526;3547106;Santa Mercedes;Região Administrativa de Presidente Prudente;Outros municípios do Estado de São Paulo;8590;R$ 125.726.666;35.0
527;3547205;Santana da Ponte Pensa;Região Administrativa de São José do Rio Preto;Outros municípios do Estado de São Paulo;6208;R$ 137.313.184;15.0
528;3547304;Santana de Parnaíba;Região Metropolitana de São Paulo;Região Metropolitana de São Paulo;2814;R$ 61.991.551;9.0
529;3547403;Santa Rita d'Oeste;Região Administrativa de São José do Rio Preto;Outros municípios do Estado de São Paulo;2389;R$ 759.046.026;731.0
530;3547502;Santa Rita do Passa Quatro;Região Administrativa Central;Região Metropolitana de Ribeirão Preto;26355;R$ 66.988.325;7.0
531;3547601;Santa Rosa de Viterbo;Região Administrativa de Ribeirão Preto;Região Metropolitana de Ribeirão Preto;25732;R$ 762.226.332;79.0
532;3547650;Santa Salete;Região Administrativa de São José do Rio Preto;Outros municípios do Estado de São Paulo;1438;R$ 39.552.431;90.0
533;3547700;Santo Anastácio;Região Administrativa de Presidente Prudente;Outros municípios do Estado de São Paulo;1497;R$ 41.425.328;6.0
534;3547809;Santo André;Região Metropolitana de São Paulo;Região Metropolitana de São Paulo;140616;R$ 9.901.438.744;69.0
535;3547908;Santo Antônio da Alegria;Região Administrativa de Ribeirão Preto;Região Metropolitana de Ribeirão Preto;20106;R$ 500.827.380;2.63
536;3548005;Santo Antônio de Posse;Região Administrativa de Campinas;Região Metropolitana de Campinas;694681;R$ 29.440.476.662;21.0
537;3548054;Santo Antônio do Aracanguá;Região Administrativa de Araçatuba;Outros municípios do Estado de São Paulo;6661;R$ 186.669.696;105.0
538;3548104;Santo Antônio do Jardim;Região Administrativa de Campinas;Outros municípios do Estado de São Paulo;23027;R$ 1.591.867.328;27.0
539;3548203;Santo Antônio do Pinhal;Região Administrativa de São José dos Campos;Região Metropolitana do Vale do Paraíba e Litoral Norte;8297;R$ 253.425.335;22.0
540;3548302;Santo Expedito;Região Administrativa de Presidente Prudente;Outros municípios do Estado de São Paulo;5823;R$ 195.824.485;36.0
541;3548401;Santópolis do Aguapeí;Região Administrativa de Araçatuba;Outros municípios do Estado de São Paulo;6643;R$ 129.814.737;12.0
542;3548500;Santos;Região Administrativa de Santos;Região Metropolitana da Baixada Santista;2986;R$ 44.972.314;19.0
543;3548609;São Bento do Sapucaí;Região Administrativa de São José dos Campos;Região Metropolitana do Vale do Paraíba e Litoral Norte;4698;R$ 72.147.073;1.101
544;3548708;São Bernardo do Campo;Região Metropolitana de São Paulo;Região Metropolitana de São Paulo;429513;R$ 22.073.535.214;47.0
545;3548807;São Caetano do Sul;Região Metropolitana de São Paulo;Região Metropolitana de São Paulo;10539;R$ 238.796.029;2.89
546;3548906;São Carlos;Região Administrativa Central;Outros municípios do Estado de São Paulo;815109;R$ 48.614.342.054;476.0
547;3549003;São Francisco;Região Administrativa de São José do Rio Preto;Outros municípios do Estado de São Paulo;151111;R$ 13.960.695.306;1.032
548;3549102;São João da Boa Vista;Região Administrativa de Campinas;Outros municípios do Estado de São Paulo;244036;R$ 12.139.151.803;8.0
549;3549201;São João das Duas Pontes;Região Administrativa de São José do Rio Preto;Outros municípios do Estado de São Paulo;2667;R$ 47.776.911;5.0
550;3549250;São João de Iracema;Região Administrativa de Araçatuba;Outros municípios do Estado de São Paulo;87537;R$ 3.443.740.915;6.0
551;3549300;São João do Pau d'Alho;Região Administrativa de Presidente Prudente;Outros municípios do Estado de São Paulo;2466;R$ 49.294.788;7.0
552;3549409;São Joaquim da Barra;Região Administrativa de Franca;Outros municípios do Estado de São Paulo;1853;R$ 42.533.643;9.0
553;3549508;São José da Bela Vista;Região Administrativa de Franca;Outros municípios do Estado de São Paulo;1973;R$ 55.343.071;163.0
554;3549607;São José do Barreiro;Região Administrativa de São José dos Campos;Região Metropolitana do Vale do Paraíba e Litoral Norte;50553;R$ 1.884.291.129;12.0
555;3549706;São José do Rio Pardo;Região Administrativa de Campinas;Outros municípios do Estado de São Paulo;8762;R$ 183.808.980;18.0
556;3549805;São José do Rio Preto;Região Administrativa de São José do Rio Preto;Outros municípios do Estado de São Paulo;4073;R$ 60.253.091;174.0
557;3549904;São José dos Campos;Região Administrativa de São José dos Campos;Região Metropolitana do Vale do Paraíba e Litoral Norte;53277;R$ 2.167.056.223;1.791
