,nome_municipio_destino,lon_destino,lat_destino,origem,destino,total_casamentos,ano,lon_origem,lat_origem
35,Conchas,-48.0471032570312,-22.96560959525965,3550308,3512308,1,2020,-46.64801282472266,-23.649919671153047
36,Cosmópolis,-47.186367685014986,-22.651638362931745,3550308,3512803,1,2020,-46.64801282472266,-23.649919671153047
37,Cotia,-46.96048861125036,-23.675141701928688,3550308,3513009,44,2020,-46.64801282472266,-23.649919671153047
38,Cubatão,-46.40818227896476,-23.86589797796975,3550308,3513504,1,2020,-46.64801282472266,-23.649919671153047
39,Diadema,-46.61142720184843,-23.69721190580781,3550308,3513801,260,2020,-46.64801282472266,-23.649919671153047
40,Dois Córregos,-48.34053029951587,-22.39582446893557,3550308,3514106,1,2020,-46.64801282472266,-23.649919671153047
41,Dracena,-51.58405262674505,-21.556692477323082,3550308,3514403,1,2020,-46.64801282472266,-23.649919671153047
42,Eldorado,-48.2335507767673,-24.494934078377618,3550308,3514809,1,2020,-46.64801282472266,-23.649919671153047
43,Embu das Artes,-46.851514474237796,-23.65133405703435,3550308,3515004,49,2020,-46.64801282472266,-23.649919671153047
44,Embu-Guaçu,-46.830646567677206,-23.85428993443685,3550308,3515103,12,2020,-46.64801282472266,-23.649919671153047
45,Engenheiro Coelho,-47.17479793787938,-22.48709444100481,3550308,3515152,1,2020,-46.64801282472266,-23.649919671153047
46,Fernandópolis,-50.28302709794785,-20.27172082201736,3550308,3515509,1,2020,-46.64801282472266,-23.649919671153047
47,Ferraz de Vasconcelos,-46.373925169325936,-23.56103194417209,3550308,3515707,133,2020,-46.64801282472266,-23.649919671153047
48,Franca,-47.381096769743706,-20.555204779166154,3550308,3516200,4,2020,-46.64801282472266,-23.649919671153047
49,Francisco Morato,-46.723508549250326,-23.273710051410042,3550308,3516309,17,2020,-46.64801282472266,-23.649919671153047
50,Franco da Rocha,-46.73575747446041,-23.314176430155683,3550308,3516408,23,2020,-46.64801282472266,-23.649919671153047
51,Gália,-49.5777341656619,-22.320474252371067,3550308,3516606,1,2020,-46.64801282472266,-23.649919671153047
52,Guaíra,-48.36419971587354,-20.313994454261746,3550308,3517406,1,2020,-46.64801282472266,-23.649919671153047
53,Guapiaçu,-49.189908806507944,-20.742843186528898,3550308,3517505,1,2020,-46.64801282472266,-23.649919671153047
54,Guararema,-46.05858902782177,-23.427556081855016,3550308,3518305,4,2020,-46.64801282472266,-23.649919671153047
55,Guaratinguetá,-45.23295198574329,-22.79344881621547,3550308,3518404,1,2020,-46.64801282472266,-23.649919671153047
56,Guareí,-48.21914445942755,-23.370483593474166,3550308,3518503,1,2020,-46.64801282472266,-23.649919671153047
57,Guarujá,-46.23519806791123,-23.951243231174114,3550308,3518701,8,2020,-46.64801282472266,-23.649919671153047
58,Guarulhos,-46.45485485831944,-23.40268814883486,3550308,3518800,381,2020,-46.64801282472266,-23.649919671153047
59,Hortolândia,-47.20772231112622,-22.878425946002945,3550308,3519071,2,2020,-46.64801282472266,-23.649919671153047
60,Ibiúna,-47.21521653223562,-23.80232039840751,3550308,3519709,1,2020,-46.64801282472266,-23.649919671153047
61,Iepê,-51.05719897897437,-22.64859708856628,3550308,3519907,1,2020,-46.64801282472266,-23.649919671153047
62,Iguape,-47.474242460741564,-24.549552456047024,3550308,3520301,2,2020,-46.64801282472266,-23.649919671153047
63,Ilha Solteira,-51.25893815486163,-20.431430268912568,3550308,3520442,1,2020,-46.64801282472266,-23.649919671153047
64,Indaiatuba,-47.20251172608479,-23.106060008772392,3550308,3520509,14,2020,-46.64801282472266,-23.649919671153047
65,Ipaussu,-49.60812983649385,-23.065125472493765,3550308,3520905,1,2020,-46.64801282472266,-23.649919671153047
66,Iperó,-47.629125750868255,-23.404479289518616,3550308,3521002,3,2020,-46.64801282472266,-23.649919671153047
67,Ipeúna,-47.71603795233609,-22.423896923727252,3550308,3521101,1,2020,-46.64801282472266,-23.649919671153047
68,Irapuru,-51.34645509388393,-21.484102975286003,3550308,3521606,1,2020,-46.64801282472266,-23.649919671153047
69,Itaí,-49.05422667016669,-23.471405832825848,3550308,3521804,1,2020,-46.64801282472266,-23.649919671153047
70,Itanhaém,-46.83450894278052,-24.092273913254438,3550308,3522109,2,2020,-46.64801282472266,-23.649919671153047
71,Itapecerica da Serra,-46.8588317970347,-23.737202164787504,3550308,3522208,43,2020,-46.64801282472266,-23.649919671153047
72,Itapetininga,-48.1232753187511,-23.6454678781323,3550308,3522307,2,2020,-46.64801282472266,-23.649919671153047
73,Itapeva,-48.87174254103032,-23.913927286401904,3550308,3522406,1,2020,-46.64801282472266,-23.649919671153047
74,Itapevi,-46.96766672177536,-23.5509468526766,3550308,3522505,5,2020,-46.64801282472266,-23.649919671153047
75,Itaquaquecetuba,-46.33387948432194,-23.46146331282999,3550308,3523107,97,2020,-46.64801282472266,-23.649919671153047
76,Itariri,-47.12813059436685,-24.29268111655951,3550308,3523305,1,2020,-46.64801282472266,-23.649919671153047
77,Itatiba,-46.81430425681162,-23.006702173067453,3550308,3523404,8,2020,-46.64801282472266,-23.649919671153047
78,Itu,-47.28463985699062,-23.30713102042866,3550308,3523909,9,2020,-46.64801282472266,-23.649919671153047
79,Itupeva,-47.06838454449151,-23.146488435623322,3550308,3524006,3,2020,-46.64801282472266,-23.649919671153047
80,Jaboticabal,-48.287942902926176,-21.218318501135016,3550308,3524303,1,2020,-46.64801282472266,-23.649919671153047
81,Jacareí,-45.99053343777902,-23.29887503807916,3550308,3524402,4,2020,-46.64801282472266,-23.649919671153047
82,Jacupiranga,-48.05381964634825,-24.777277715477428,3550308,3524600,1,2020,-46.64801282472266,-23.649919671153047
83,Jaguariúna,-47.01277985551017,-22.69197969951676,3550308,3524709,2,2020,-46.64801282472266,-23.649919671153047
84,Jambeiro,-45.71058365786045,-23.27928674434112,3550308,3524907,1,2020,-46.64801282472266,-23.649919671153047
85,Jandira,-46.89970648410938,-23.544141946950987,3550308,3525003,3,2020,-46.64801282472266,-23.649919671153047
86,Jaú,-48.556002510589295,-22.29605566339249,3550308,3525300,1,2020,-46.64801282472266,-23.649919671153047
87,Jundiaí,-46.91300651671142,-23.194589028833196,3550308,3525904,14,2020,-46.64801282472266,-23.649919671153047
88,Junqueirópolis,-51.435022552643915,-21.448802878557636,3550308,3526001,1,2020,-46.64801282472266,-23.649919671153047
89,Juquitiba,-47.02464788127104,-23.95519900163791,3550308,3526209,2,2020,-46.64801282472266,-23.649919671153047
90,Laranjal Paulista,-47.865679241783646,-23.01215087862442,3550308,3526407,1,2020,-46.64801282472266,-23.649919671153047
91,Lavínia,-51.03251976095301,-21.150773201912706,3550308,3526506,3,2020,-46.64801282472266,-23.649919671153047
92,Lençóis Paulista,-48.825023944268715,-22.67607338095573,3550308,3526803,1,2020,-46.64801282472266,-23.649919671153047
93,Limeira,-47.3636921449579,-22.598501577790163,3550308,3526902,13,2020,-46.64801282472266,-23.649919671153047
94,Lindóia,-46.65503358908593,-22.513391309994898,3550308,3527009,1,2020,-46.64801282472266,-23.649919671153047
95,Louveira,-46.93762722146394,-23.08404142674835,3550308,3527306,3,2020,-46.64801282472266,-23.649919671153047
96,Mairinque,-47.22928945504809,-23.507939145234847,3550308,3528403,1,2020,-46.64801282472266,-23.649919671153047
97,Mairiporã,-46.56126590182175,-23.317269089058623,3550308,3528502,10,2020,-46.64801282472266,-23.649919671153047
98,Marília,-49.98303233208706,-22.17767597423205,3550308,3529005,2,2020,-46.64801282472266,-23.649919671153047
99,Martinópolis,-51.123327059149894,-22.172162864814805,3550308,3529203,4,2020,-46.64801282472266,-23.649919671153047
100,Mauá,-46.446391534335675,-23.66616212883741,3550308,3529401,49,2020,-46.64801282472266,-23.649919671153047
101,Miracatu,-47.39462063489158,-24.19503365722883,3550308,3529906,1,2020,-46.64801282472266,-23.649919671153047
102,Mirandópolis,-51.13040319825559,-21.081029807852474,3550308,3530102,6,2020,-46.64801282472266,-23.649919671153047
103,Mococa,-47.032998166042674,-21.449469000864838,3550308,3530508,1,2020,-46.64801282472266,-23.649919671153047
104,Mogi das Cruzes,-46.18606238653124,-23.569509580911497,3550308,3530607,28,2020,-46.64801282472266,-23.649919671153047
105,Mogi Guaçu,-47.029031813373386,-22.23208372341347,3550308,3530706,1,2020,-46.64801282472266,-23.649919671153047
106,Mogi Mirim,-46.988405720300605,-22.451331778884636,3550308,3530805,4,2020,-46.64801282472266,-23.649919671153047
107,Mongaguá,-46.66806170203251,-24.07016122575776,3550308,3531100,1,2020,-46.64801282472266,-23.649919671153047
108,Monte Mor,-47.307339127765495,-22.95319288945027,3550308,3531803,1,2020,-46.64801282472266,-23.649919671153047
109,Onda Verde,-49.243635387496404,-20.61743435746334,3550308,3534005,1,2020,-46.64801282472266,-23.649919671153047
110,Osasco,-46.78926510334066,-23.52874284154623,3550308,3534401,155,2020,-46.64801282472266,-23.649919671153047
111,Ourinhos,-49.85242777457503,-22.952675873586458,3550308,3534708,1,2020,-46.64801282472266,-23.649919671153047
112,Pacaembu,-51.27419534917426,-21.4955071629082,3550308,3534906,3,2020,-46.64801282472266,-23.649919671153047
113,Paraguaçu Paulista,-50.626584542102314,-22.459106419881294,3550308,3535507,1,2020,-46.64801282472266,-23.649919671153047
114,Paranapuã,-50.59404625661408,-20.06376836047119,3550308,3535903,1,2020,-46.64801282472266,-23.649919671153047
115,Paulínia,-47.14506898816476,-22.748364016180314,3550308,3536505,2,2020,-46.64801282472266,-23.649919671153047
116,Pedreira,-46.888567876073814,-22.754737285293693,3550308,3537107,2,2020,-46.64801282472266,-23.649919671153047
117,Pedro de Toledo,-47.16345533056091,-24.163688800584648,3550308,3537206,1,2020,-46.64801282472266,-23.649919671153047
118,Penápolis,-50.095671001918475,-21.40535520904719,3550308,3537305,1,2020,-46.64801282472266,-23.649919671153047
119,Pereira Barreto,-51.10661210188189,-20.677661583469078,3550308,3537404,1,2020,-46.64801282472266,-23.649919671153047
120,Peruíbe,-47.012975331132935,-24.279281712197154,3550308,3537602,2,2020,-46.64801282472266,-23.649919671153047
121,Pindamonhangaba,-45.459287276804254,-22.879987917011256,3550308,3538006,2,2020,-46.64801282472266,-23.649919671153047
122,Pinhalzinho,-46.573425764426,-22.77868536767502,3550308,3538204,1,2020,-46.64801282472266,-23.649919671153047
123,Piracicaba,-47.78399522152702,-22.726502191189148,3550308,3538709,4,2020,-46.64801282472266,-23.649919671153047
124,Pirapozinho,-51.61962982352918,-22.479138226383608,3550308,3539202,1,2020,-46.64801282472266,-23.649919671153047
125,Pirassununga,-47.389882619833095,-21.9959273754188,3550308,3539301,2,2020,-46.64801282472266,-23.649919671153047
126,Poá,-46.34678311181186,-23.53047518529059,3550308,3539806,36,2020,-46.64801282472266,-23.649919671153047
127,Pontalinda,-50.525105570992054,-20.450657773798316,3550308,3540259,1,2020,-46.64801282472266,-23.649919671153047
128,Porto Feliz,-47.51692427556794,-23.230301114958326,3550308,3540606,2,2020,-46.64801282472266,-23.649919671153047
129,Praia Grande,-46.52271413911398,-24.01560235889938,3550308,3541000,12,2020,-46.64801282472266,-23.649919671153047
130,Presidente Epitácio,-52.1746027246128,-21.9105206051413,3550308,3541307,2,2020,-46.64801282472266,-23.649919671153047
131,Presidente Prudente,-51.343030570738776,-21.993063241193546,3550308,3541406,3,2020,-46.64801282472266,-23.649919671153047
132,Presidente Venceslau,-51.83827095933656,-21.79297171564389,3550308,3541505,3,2020,-46.64801282472266,-23.649919671153047
133,Quatá,-50.64525495552769,-22.205897654942046,3550308,3541703,1,2020,-46.64801282472266,-23.649919671153047
134,Queluz,-44.78527611244102,-22.504265474031968,3550308,3541901,1,2020,-46.64801282472266,-23.649919671153047
135,Registro,-47.82073114177516,-24.50400170890415,3550308,3542602,1,2020,-46.64801282472266,-23.649919671153047
136,Ribeirão Bonito,-48.18536571454918,-22.06009272025882,3550308,3542909,1,2020,-46.64801282472266,-23.649919671153047
137,Ribeirão Pires,-46.40279425362041,-23.701076237271483,3550308,3543303,4,2020,-46.64801282472266,-23.649919671153047
138,Ribeirão Preto,-47.82128217320043,-21.210824899557203,3550308,3543402,8,2020,-46.64801282472266,-23.649919671153047
139,Rio Claro,-47.579880078391895,-22.37389451658479,3550308,3543907,2,2020,-46.64801282472266,-23.649919671153047
140,Rio Grande da Serra,-46.37945303882864,-23.737858846926013,3550308,3544103,2,2020,-46.64801282472266,-23.649919671153047
141,Riolândia,-49.70919859036227,-20.023501439727955,3550308,3544202,1,2020,-46.64801282472266,-23.649919671153047
142,Salto,-47.30260924072443,-23.180473107377306,3550308,3545209,6,2020,-46.64801282472266,-23.649919671153047
143,Salto de Pirapora,-47.58063731946571,-23.652764308346725,3550308,3545308,1,2020,-46.64801282472266,-23.649919671153047
144,Santa Bárbara d'Oeste,-47.42807539061201,-22.80061878511495,3550308,3545803,1,2020,-46.64801282472266,-23.649919671153047
145,Santa Fé do Sul,-50.95016393305295,-20.241850139388752,3550308,3546603,1,2020,-46.64801282472266,-23.649919671153047
146,Santa Gertrudes,-47.521335202791775,-22.475087128348903,3550308,3546702,1,2020,-46.64801282472266,-23.649919671153047
147,Santa Isabel,-46.2423682521971,-23.28893488358144,3550308,3546801,9,2020,-46.64801282472266,-23.649919671153047
148,Santana de Parnaíba,-46.91681478593212,-23.449446793983224,3550308,3547304,9,2020,-46.64801282472266,-23.649919671153047
149,Santa Rosa de Viterbo,-47.36621224369772,-21.503766156146582,3550308,3547601,1,2020,-46.64801282472266,-23.649919671153047
150,Santo André,-46.44164217006808,-23.72795382422004,3550308,3547809,185,2020,-46.64801282472266,-23.649919671153047
151,Santo Antônio do Pinhal,-45.69804800734353,-22.831771486651398,3550308,3548203,1,2020,-46.64801282472266,-23.649919671153047
152,Santos,-46.2915133526949,-23.86901996578977,3550308,3548500,22,2020,-46.64801282472266,-23.649919671153047
153,São Bernardo do Campo,-46.55079581063673,-23.81295994991047,3550308,3548708,159,2020,-46.64801282472266,-23.649919671153047
154,São Caetano do Sul,-46.566062574956604,-23.62613982566959,3550308,3548807,58,2020,-46.64801282472266,-23.649919671153047
155,São Carlos,-47.867149063747405,-21.918766545969394,3550308,3548906,3,2020,-46.64801282472266,-23.649919671153047
156,São José do Rio Preto,-49.358110075161186,-20.797213740334193,3550308,3549805,3,2020,-46.64801282472266,-23.649919671153047
157,São José dos Campos,-45.928597226084406,-23.090495626224854,3550308,3549904,12,2020,-46.64801282472266,-23.649919671153047
158,São Luiz do Paraitinga,-45.2538589823091,-23.24009445607354,3550308,3550001,1,2020,-46.64801282472266,-23.649919671153047
159,São Roque,-47.10956687814063,-23.548956816059164,3550308,3550605,5,2020,-46.64801282472266,-23.649919671153047
160,São Sebastião,-45.606802069455895,-23.75440857563968,3550308,3550704,3,2020,-46.64801282472266,-23.649919671153047
161,São Vicente,-46.48824718572379,-23.959250152139916,3550308,3551009,12,2020,-46.64801282472266,-23.649919671153047
162,Sarutaiá,-49.4817557735422,-23.25750112633737,3550308,3551207,1,2020,-46.64801282472266,-23.649919671153047
163,Serrana,-47.61233813485504,-21.216916287573238,3550308,3551504,1,2020,-46.64801282472266,-23.649919671153047
164,Serra Negra,-46.687286740940586,-22.589111095783835,3550308,3551603,1,2020,-46.64801282472266,-23.649919671153047
165,Sertãozinho,-48.00889501052969,-21.122922681111746,3550308,3551702,1,2020,-46.64801282472266,-23.649919671153047
166,Socorro,-46.524397382794646,-22.61115121610246,3550308,3552106,2,2020,-46.64801282472266,-23.649919671153047
167,Sorocaba,-47.446772602607965,-23.46454703274698,3550308,3552205,12,2020,-46.64801282472266,-23.649919671153047
168,Sumaré,-47.262996256409664,-22.84186576064796,3550308,3552403,3,2020,-46.64801282472266,-23.649919671153047
169,Suzano,-46.31044590338795,-23.60836340197222,3550308,3552502,71,2020,-46.64801282472266,-23.649919671153047
170,Taboão da Serra,-46.78636948096587,-23.620534346359868,3550308,3552809,112,2020,-46.64801282472266,-23.649919671153047
171,Taquaral,-48.39943261120997,-21.06927023938448,3550308,3553658,1,2020,-46.64801282472266,-23.649919671153047
172,Tatuí,-47.86951318970413,-23.362074115868936,3550308,3554003,3,2020,-46.64801282472266,-23.649919671153047
173,Tietê,-47.70769590406643,-23.049391709472477,3550308,3554508,4,2020,-46.64801282472266,-23.649919671153047
174,Torre de Pedra,-48.21268443585239,-23.250083920459982,3550308,3554656,1,2020,-46.64801282472266,-23.649919671153047
175,Tupã,-50.53459876662289,-21.947282183088785,3550308,3555000,1,2020,-46.64801282472266,-23.649919671153047
176,Tupi Paulista,-51.58721279192402,-21.390401466915453,3550308,3555109,1,2020,-46.64801282472266,-23.649919671153047
177,Ubatuba,-45.02394197020979,-23.381153304604023,3550308,3555406,1,2020,-46.64801282472266,-23.649919671153047
178,Uchoa,-49.15769648545747,-20.936920659716975,3550308,3555604,1,2020,-46.64801282472266,-23.649919671153047
179,Valinhos,-46.98127531105423,-22.975115060730896,3550308,3556206,7,2020,-46.64801282472266,-23.649919671153047
180,Valparaíso,-50.92377940497924,-21.203070844434404,3550308,3556305,1,2020,-46.64801282472266,-23.649919671153047
181,Vargem Grande do Sul,-46.89895879263854,-21.860675119163083,3550308,3556404,1,2020,-46.64801282472266,-23.649919671153047
182,Vargem Grande Paulista,-47.01470619446247,-23.62088479786333,3550308,3556453,10,2020,-46.64801282472266,-23.649919671153047
183,Várzea Paulista,-46.82490900472427,-23.2192705197253,3550308,3556503,1,2020,-46.64801282472266,-23.649919671153047
184,Vinhedo,-46.97920936449542,-23.046468671342836,3550308,3556701,6,2020,-46.64801282472266,-23.649919671153047
185,Votorantim,-47.4065319948454,-23.57987752687119,3550308,3557006,3,2020,-46.64801282472266,-23.649919671153047
186,,,,3550308,3599999,3,2020,-46.64801282472266,-23.649919671153047
0,Adamantina,-51.05677024576198,-21.57664158405167,3550308,3500105,2,2019,-46.64801282472266,-23.649919671153047
1,Álvaro de Carvalho,-49.7339999662169,-22.08652781510058,3550308,3501400,1,2019,-46.64801282472266,-23.649919671153047
2,Americana,-47.2891188408492,-22.723246167383053,3550308,3501608,7,2019,-46.64801282472266,-23.649919671153047
3,Américo Brasiliense,-48.03237676959926,-21.72233928732346,3550308,3501707,1,2019,-46.64801282472266,-23.649919671153047
4,Amparo,-46.79874372233874,-22.69909727482371,3550308,3501905,1,2019,-46.64801282472266,-23.649919671153047
5,Andradina,-51.329677807700754,-20.835573971093773,3550308,3502101,3,2019,-46.64801282472266,-23.649919671153047
6,Apiaí,-48.81743047885114,-24.42150155303093,3550308,3502705,1,2019,-46.64801282472266,-23.649919671153047
7,Araçatuba,-50.574693106706164,-21.11370930039772,3550308,3502804,1,2019,-46.64801282472266,-23.649919671153047
8,Araçoiaba da Serra,-47.651524265696494,-23.543861775387263,3550308,3502903,3,2019,-46.64801282472266,-23.649919671153047
9,Araraquara,-48.18137400687025,-21.7916223231822,3550308,3503208,1,2019,-46.64801282472266,-23.649919671153047
10,Araras,-47.32386422773424,-22.346150774958648,3550308,3503307,1,2019,-46.64801282472266,-23.649919671153047
11,Arealva,-48.981885003691616,-22.0762870383979,3550308,3503406,1,2019,-46.64801282472266,-23.649919671153047
12,Artur Nogueira,-47.132152226817894,-22.561197992933376,3550308,3503802,1,2019,-46.64801282472266,-23.649919671153047
13,Arujá,-46.319053390163845,-23.386015536859134,3550308,3503901,27,2019,-46.64801282472266,-23.649919671153047
14,Assis,-50.42075080213832,-22.601730011403326,3550308,3504008,2,2019,-46.64801282472266,-23.649919671153047
15,Atibaia,-46.58677388754247,-23.12324348170109,3550308,3504107,6,2019,-46.64801282472266,-23.649919671153047
16,Auriflama,-50.579971894616946,-20.6441131698234,3550308,3504206,2,2019,-46.64801282472266,-23.649919671153047
17,Avaré,-48.8940478058122,-23.075094130613078,3550308,3504503,5,2019,-46.64801282472266,-23.649919671153047
18,Balbinos,-49.33307976511567,-21.892410463390192,3550308,3504701,7,2019,-46.64801282472266,-23.649919671153047
19,Bariri,-48.71884223269228,-22.066799899242497,3550308,3505203,2,2019,-46.64801282472266,-23.649919671153047
20,Barretos,-48.65195782034379,-20.514148159791702,3550308,3505500,1,2019,-46.64801282472266,-23.649919671153047
21,Barueri,-46.87725087744116,-23.505281812372544,3550308,3505708,27,2019,-46.64801282472266,-23.649919671153047
22,Bastos,-50.74399729678832,-21.950218315105833,3550308,3505807,1,2019,-46.64801282472266,-23.649919671153047
23,Bauru,-49.12616934206203,-22.25395510503004,3550308,3506003,2,2019,-46.64801282472266,-23.649919671153047
24,Bebedouro,-48.51074780137159,-20.940429391672627,3550308,3506102,2,2019,-46.64801282472266,-23.649919671153047
25,Bertioga,-46.029959559546384,-23.759800372255633,3550308,3506359,1,2019,-46.64801282472266,-23.649919671153047
26,Biritiba Mirim,-46.02132752940155,-23.624150185520097,3550308,3506607,2,2019,-46.64801282472266,-23.649919671153047
27,Bocaina,-48.52906145013365,-22.105424246108775,3550308,3506805,1,2019,-46.64801282472266,-23.649919671153047
28,Boituva,-47.67496931948617,-23.28757773768226,3550308,3507001,20,2019,-46.64801282472266,-23.649919671153047
29,Borborema,-49.0719959112449,-21.61076102470464,3550308,3507407,1,2019,-46.64801282472266,-23.649919671153047
30,Botucatu,-48.468249208927,-22.86344086737739,3550308,3507506,1,2019,-46.64801282472266,-23.649919671153047
31,Bragança Paulista,-46.55595464061905,-22.938347627314194,3550308,3507605,12,2019,-46.64801282472266,-23.649919671153047
32,Brodowski,-47.6277853278987,-21.04952147059022,3550308,3507803,1,2019,-46.64801282472266,-23.649919671153047
33,Buri,-48.57535007723509,-23.75198826104411,3550308,3508009,1,2019,-46.64801282472266,-23.649919671153047
34,Caconde,-46.61704529612146,-21.539502039688266,3550308,3508702,2,2019,-46.64801282472266,-23.649919671153047
35,Caieiras,-46.74523573337271,-23.3759356157253,3550308,3509007,25,2019,-46.64801282472266,-23.649919671153047
36,Cajamar,-46.87203858058,-23.35142567355794,3550308,3509205,12,2019,-46.64801282472266,-23.649919671153047
37,Cajati,-48.195009354998604,-24.772029321199103,3550308,3509254,1,2019,-46.64801282472266,-23.649919671153047
38,Campinas,-47.04375762624352,-22.883748024009478,3550308,3509502,108,2019,-46.64801282472266,-23.649919671153047
39,Campo Limpo Paulista,-46.760058050276044,-23.21791588473313,3550308,3509601,2,2019,-46.64801282472266,-23.649919671153047
40,Campos do Jordão,-45.53303775304809,-22.70162709863829,3550308,3509700,3,2019,-46.64801282472266,-23.649919671153047
41,Canitar,-49.79187005571021,-23.01872514447202,3550308,3510153,1,2019,-46.64801282472266,-23.649919671153047
42,Capão Bonito,-48.28994316735752,-24.03918612641527,3550308,3510203,1,2019,-46.64801282472266,-23.649919671153047
43,Capivari,-47.47801600739543,-22.980707056232802,3550308,3510401,4,2019,-46.64801282472266,-23.649919671153047
44,Caraguatatuba,-45.48803863677825,-23.639671604649138,3550308,3510500,2,2019,-46.64801282472266,-23.649919671153047
45,Carapicuíba,-46.84192820034561,-23.550038720469413,3550308,3510609,32,2019,-46.64801282472266,-23.649919671153047
46,Casa Branca,-47.088133330720304,-21.800486353319958,3550308,3510807,1,2019,-46.64801282472266,-23.649919671153047
47,Catanduva,-48.963657788424115,-21.133758349557908,3550308,3511102,1,2019,-46.64801282472266,-23.649919671153047
48,Cerqueira César,-49.14377048839705,-23.05930216920848,3550308,3511409,2,2019,-46.64801282472266,-23.649919671153047
49,Cerquilho,-47.757134786507685,-23.187120948060844,3550308,3511508,1,2019,-46.64801282472266,-23.649919671153047
50,Colômbia,-48.721751874458576,-20.26688116027681,3550308,3512100,1,2019,-46.64801282472266,-23.649919671153047
51,Cosmópolis,-47.186367685014986,-22.651638362931745,3550308,3512803,3,2019,-46.64801282472266,-23.649919671153047
52,Cotia,-46.96048861125036,-23.675141701928688,3550308,3513009,64,2019,-46.64801282472266,-23.649919671153047
53,Cravinhos,-47.74456298313854,-21.33965284544237,3550308,3513108,1,2019,-46.64801282472266,-23.649919671153047
54,Cruzeiro,-45.00631441484788,-22.551424538902317,3550308,3513405,1,2019,-46.64801282472266,-23.649919671153047
55,Cubatão,-46.40818227896476,-23.86589797796975,3550308,3513504,3,2019,-46.64801282472266,-23.649919671153047
56,Diadema,-46.61142720184843,-23.69721190580781,3550308,3513801,384,2019,-46.64801282472266,-23.649919671153047
57,Dois Córregos,-48.34053029951587,-22.39582446893557,3550308,3514106,3,2019,-46.64801282472266,-23.649919671153047
58,Dourado,-48.33353990142152,-22.11728865498835,3550308,3514304,1,2019,-46.64801282472266,-23.649919671153047
59,Dumont,-47.97981122590944,-21.247089766097808,3550308,3514601,1,2019,-46.64801282472266,-23.649919671153047
60,Eldorado,-48.2335507767673,-24.494934078377618,3550308,3514809,1,2019,-46.64801282472266,-23.649919671153047
61,Elias Fausto,-47.370657743456654,-23.07063383664572,3550308,3514908,1,2019,-46.64801282472266,-23.649919671153047
62,Embu das Artes,-46.851514474237796,-23.65133405703435,3550308,3515004,72,2019,-46.64801282472266,-23.649919671153047
63,Embu-Guaçu,-46.830646567677206,-23.85428993443685,3550308,3515103,21,2019,-46.64801282472266,-23.649919671153047
64,Ferraz de Vasconcelos,-46.373925169325936,-23.56103194417209,3550308,3515707,170,2019,-46.64801282472266,-23.649919671153047
65,Flórida Paulista,-51.17062632762573,-21.53991358014612,3550308,3516002,1,2019,-46.64801282472266,-23.649919671153047
66,Franca,-47.381096769743706,-20.555204779166154,3550308,3516200,2,2019,-46.64801282472266,-23.649919671153047
67,Francisco Morato,-46.723508549250326,-23.273710051410042,3550308,3516309,27,2019,-46.64801282472266,-23.649919671153047
68,Franco da Rocha,-46.73575747446041,-23.314176430155683,3550308,3516408,36,2019,-46.64801282472266,-23.649919671153047
69,Guapiara,-48.55585284639931,-24.21252590709452,3550308,3517604,1,2019,-46.64801282472266,-23.649919671153047
70,Guararapes,-50.69510451530422,-21.28508304213003,3550308,3518206,2,2019,-46.64801282472266,-23.649919671153047
71,Guararema,-46.05858902782177,-23.427556081855016,3550308,3518305,2,2019,-46.64801282472266,-23.649919671153047
72,Guaratinguetá,-45.23295198574329,-22.79344881621547,3550308,3518404,1,2019,-46.64801282472266,-23.649919671153047
73,Guareí,-48.21914445942755,-23.370483593474166,3550308,3518503,2,2019,-46.64801282472266,-23.649919671153047
74,Guarujá,-46.23519806791123,-23.951243231174114,3550308,3518701,5,2019,-46.64801282472266,-23.649919671153047
75,Guarulhos,-46.45485485831944,-23.40268814883486,3550308,3518800,538,2019,-46.64801282472266,-23.649919671153047
76,Holambra,-47.06502828184245,-22.63029240507802,3550308,3519055,1,2019,-46.64801282472266,-23.649919671153047
77,Hortolândia,-47.20772231112622,-22.878425946002945,3550308,3519071,7,2019,-46.64801282472266,-23.649919671153047
78,Ibiúna,-47.21521653223562,-23.80232039840751,3550308,3519709,7,2019,-46.64801282472266,-23.649919671153047
79,Igarapava,-47.68249154851939,-20.063689558293863,3550308,3520103,1,2019,-46.64801282472266,-23.649919671153047
80,Igaratá,-46.15034421691709,-23.134811773067273,3550308,3520202,1,2019,-46.64801282472266,-23.649919671153047
81,Iguape,-47.474242460741564,-24.549552456047024,3550308,3520301,1,2019,-46.64801282472266,-23.649919671153047
82,Ilhabela,-45.323172188928,-23.848486898349147,3550308,3520400,1,2019,-46.64801282472266,-23.649919671153047
83,Indaiatuba,-47.20251172608479,-23.106060008772392,3550308,3520509,15,2019,-46.64801282472266,-23.649919671153047
84,Ipaussu,-49.60812983649385,-23.065125472493765,3550308,3520905,2,2019,-46.64801282472266,-23.649919671153047
85,Iracemápolis,-47.524232314233444,-22.593674711615797,3550308,3521408,1,2019,-46.64801282472266,-23.649919671153047
86,Irapuru,-51.34645509388393,-21.484102975286003,3550308,3521606,4,2019,-46.64801282472266,-23.649919671153047
87,Itaí,-49.05422667016669,-23.471405832825848,3550308,3521804,1,2019,-46.64801282472266,-23.649919671153047
